TIMESTAMP	RECORD	Statname	"Teros(1,1)"	"Teros(1,2)"	"Teros(1,3)"	"Teros(2,1)"	"Teros(2,2)"	"Teros(2,3)"	"Teros(3,1)"	"Teros(3,2)"	"Teros(3,3)"	"Teros(4,1)"	"Teros(4,2)"	"Teros(4,3)"	"Teros(5,1)"	"Teros(5,2)"	"Teros(5,3)"	"Teros(6,1)"	"Teros(6,2)"	"Teros(6,3)"	"Teros(7,1)"	"Teros(7,2)"	"Teros(7,3)"	"Teros(8,1)"	"Teros(8,2)"	"Teros(8,3)"	"Teros(9,1)"	"Teros(9,2)"	"Teros(9,3)"	"Teros(10,1)"	"Teros(10,2)"	"Teros(10,3)"	"Teros(11,1)"	"Teros(11,2)"	"Teros(11,3)"	"Teros(12,1)"	"Teros(12,2)"	"Teros(12,3)"	"Teros(13,1)"	"Teros(13,2)"	"Teros(13,3)"	"Teros(14,1)"	"Teros(14,2)"	"Teros(14,3)"	"Teros(15,1)"	"Teros(15,2)"	"Teros(15,3)"	"Teros(16,1)"	"Teros(16,2)"	"Teros(16,3)"	"Teros(17,1)"	"Teros(17,2)"	"Teros(17,3)"	"Teros(18,1)"	"Teros(18,2)"	"Teros(18,3)"	"Teros(19,1)"	"Teros(19,2)"	"Teros(19,3)"	"Teros(20,1)"	"Teros(20,2)"	"Teros(20,3)"	"Teros(21,1)"	"Teros(21,2)"	"Teros(21,3)"	"Teros(22,1)"	"Teros(22,2)"	"Teros(22,3)"
9/20/2020 0:00	13301	PNNL_32	2527.51	16.5	85	2673.98	16.1	64	2668.67	16.6	45	2461.98	16.4	45	2521.21	16.2	62	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2684.23	16.5	65	2651.73	15.8	28	2453.82	17.3	68	2504.18	15.9	81	2654.88	15.1	60	2622.21	17.1	60	2568.62	18.4	42	2644.88	14.1	80	2599.14	16.6	67	2564.13	18	35	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 0:15	13302	PNNL_32	2526.37	16.5	100	2674.45	16.1	73	2668.64	16.6	44	2465.63	16.4	42	2523.82	16.1	66	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2684.24	16.5	67	2651.5	15.8	30	2453.19	17.3	75	2501.47	15.9	91	2654.18	15	69	2623.01	17	57	2568.69	18.4	32	2645.48	14	88	2598.45	16.6	66	2563.6	17.9	33	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 0:30	13303	PNNL_32	2527.25	16.5	92	2674.8	16	79	2668.21	16.5	42	2465.02	16.3	47	2523.84	16.1	64	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2684.75	16.5	64	2651.09	15.8	35	2453.15	17.2	69	2505.23	15.9	89	2652.15	15	56	2621.33	17	56	2568.83	18.4	35	2646.28	13.9	82	2597.34	16.5	69	2564.33	17.9	36	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 0:45	13304	PNNL_32	2526.72	16.4	97	2673.34	16	70	2668.24	16.5	43	2461.65	16.3	41	2523.75	16.1	64	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2684.97	16.4	66	2652.42	15.7	33	2453.23	17.2	73	2504.15	15.8	86	2655.31	14.9	59	2622.57	17	56	2569.36	18.4	41	2645	13.9	85	2599.59	16.5	70	2563.41	17.9	33	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 1:00	13305	PNNL_32	2526.21	16.4	94	2672.98	16	69	2668.46	16.5	44	2465.39	16.3	42	2520.91	16	62	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.25	16.4	64	2650.15	15.7	31	2452.92	17.2	73	2502.69	15.8	84	2651.63	14.9	58	2621.36	17	50	2569.4	18.4	43	2645.84	13.8	85	2598.52	16.5	68	2563.24	17.9	31	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 1:15	13306	PNNL_32	2526.95	16.4	88	2674.12	15.9	74	2668.44	16.5	45	2460.21	16.3	46	2521.31	16	60	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.81	16.4	66	2652.13	15.7	27	2454.62	17.2	70	2502.89	15.8	84	2652.76	14.8	59	2621.59	16.9	56	2569.46	18.3	37	2644.94	13.8	84	2599.81	16.4	64	2563.05	17.9	33	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 1:30	13307	PNNL_32	2527.14	16.3	83	2673.5	15.9	72	2668.64	16.4	48	2464.56	16.2	41	2521.46	16	63	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2686.05	16.3	70	2650.8	15.6	29	2453.23	17.2	68	2502.23	15.7	80	2654.04	14.8	62	2621.9	16.9	61	2568.25	18.3	40	2646.64	13.7	87	2599.97	16.4	65	2562.8	17.9	32	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 1:45	13308	PNNL_32	2527.21	16.3	87	2673.42	15.9	82	2668.45	16.4	46	2465.35	16.2	48	2521.84	15.9	61	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2686.43	16.3	64	2651.61	15.6	29	2454.21	17.1	67	2502.21	15.7	79	2652.05	14.8	60	2621.74	16.9	56	2568.75	18.3	40	2645.63	13.7	78	2599.58	16.4	65	2562.99	17.9	33	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 2:00	13309	PNNL_32	2526.86	16.3	102	2672.15	15.9	74	2668.54	16.4	51	2464.6	16.2	46	2524.42	15.9	56	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2683.49	16.3	61	2651.39	15.6	33	2454.91	17.1	73	2504.89	15.7	80	2655.3	14.7	63	2621.79	16.9	58	2568.56	18.3	36	2646.15	13.6	85	2598.93	16.4	63	2562.79	17.8	35	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 2:15	13310	PNNL_32	2526.5	16.2	85	2672.33	15.8	81	2668.81	16.3	43	2461.72	16.2	45	2522.07	15.9	65	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2683.64	16.3	71	2651.67	15.5	33	2453.8	17.1	69	2502.98	15.6	79	2653.69	14.7	67	2621.86	16.8	52	2568.33	18.3	36	2644.56	13.6	86	2598.38	16.3	66	2563.11	17.8	37	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 2:30	13311	PNNL_32	2526.63	16.2	86	2672.77	15.8	78	2668.94	16.3	46	2466.18	16.1	41	2522.09	15.8	62	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.69	16.2	65	2651.03	15.5	26	2453.88	17.1	70	2503.55	15.6	83	2654.39	14.6	60	2622.27	16.8	56	2569.76	18.3	41	2645.23	13.5	79	2599.85	16.3	66	2563.42	17.8	36	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 2:45	13312	PNNL_32	2526.25	16.2	87	2674.34	15.8	78	2669.21	16.3	46	2460.24	16.1	42	2524.82	15.8	66	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2684.1	16.2	64	2650.71	15.4	36	2453.83	17	67	2504.58	15.5	76	2651.6	14.6	56	2622.48	16.8	54	2568.69	18.3	45	2646.35	13.4	82	2598.56	16.3	68	2563.48	17.8	33	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 3:00	13313	PNNL_32	2526.14	16.1	82	2673.38	15.7	74	2669.77	16.3	42	2462.05	16.1	39	2524.62	15.8	60	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2686.2	16.2	63	2651.27	15.4	34	2454.17	17	71	2502.88	15.5	82	2654.03	14.5	59	2623.14	16.7	58	2568.51	18.3	38	2645.03	13.4	79	2597.44	16.2	69	2563.26	17.8	34	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 3:15	13314	PNNL_32	2526.59	16.1	92	2674.35	15.7	75	2668.71	16.2	47	2465.82	16	46	2522.72	15.7	66	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.82	16.1	62	2652.56	15.4	40	2455.31	17	73	2504.58	15.5	82	2653.8	14.5	60	2623.35	16.7	55	2567.59	18.2	41	2645.44	13.4	84	2595.94	16.2	67	2562.57	17.8	30	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 3:30	13315	PNNL_32	2525.95	16.1	98	2673.64	15.7	71	2669.48	16.2	45	2462.13	16	43	2524.52	15.7	67	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.49	16.1	64	2652.51	15.3	31	2454.05	17	71	2503.41	15.4	86	2653.87	14.5	64	2622.61	16.7	48	2569.94	18.2	38	2646.08	13.3	84	2597.44	16.2	62	2561.95	17.7	37	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 3:45	13316	PNNL_32	2525.9	16	92	2672.64	15.6	67	2668.95	16.2	49	2466.1	16	41	2524.76	15.7	65	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.02	16.1	77	2653.11	15.3	38	2453.79	17	68	2502.9	15.4	88	2653.62	14.4	60	2623.14	16.7	58	2568.25	18.2	40	2645.37	13.3	85	2596.79	16.1	72	2563.24	17.7	27	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 4:00	13317	PNNL_32	2526.43	16	89	2674.12	15.6	72	2668.79	16.1	44	2465.66	16	44	2522.48	15.6	56	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.87	16	67	2652.74	15.3	33	2454.66	16.9	67	2504.08	15.3	71	2656.08	14.4	57	2621.94	16.6	54	2569.61	18.2	39	2646.86	13.2	82	2596.26	16.1	71	2562.41	17.7	33	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 4:15	13318	PNNL_32	2526.04	16	94	2672.47	15.6	73	2669.25	16.1	44	2465.95	15.9	44	2525.01	15.6	64	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.88	16	63	2651.7	15.2	30	2454.32	16.9	71	2503.63	15.3	86	2655.44	14.3	61	2623.48	16.6	54	2568.35	18.2	37	2646.91	13.2	85	2596.51	16.1	66	2563.42	17.7	36	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 4:30	13319	PNNL_32	2526.45	15.9	86	2672.61	15.5	69	2669.1	16.1	49	2461.52	15.9	45	2525.82	15.6	64	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2686.24	16	64	2652.83	15.2	37	2454.16	16.9	69	2505.39	15.3	92	2653.58	14.3	63	2623.83	16.6	57	2569.14	18.2	37	2645	13.2	92	2598.83	16	64	2562.82	17.7	32	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 4:45	13320	PNNL_32	2526.09	15.9	90	2674.45	15.5	73	2669.18	16	45	2465.97	15.9	45	2525.92	15.5	62	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2684.71	15.9	67	2652.55	15.2	37	2454.89	16.9	68	2503.6	15.2	83	2653.58	14.3	64	2623.9	16.6	53	2568.54	18.1	38	2646.39	13.2	83	2599.05	16	64	2562.83	17.7	33	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 5:00	13321	PNNL_32	2525.45	15.9	89	2673.84	15.5	72	2668.88	16	45	2465.93	15.8	45	2522.97	15.5	62	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.02	15.9	59	2652.8	15.1	34	2454.33	16.8	70	2502.95	15.2	81	2655.2	14.3	59	2623.55	16.5	54	2568.78	18.1	40	2646.69	13.1	77	2598.49	16	65	2563.79	17.6	36	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 5:15	13322	PNNL_32	2525.83	15.8	92	2673.43	15.4	77	2668.52	16	47	2464.61	15.8	43	2525.56	15.5	64	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2682.63	15.9	66	2653	15.1	34	2454.67	16.8	65	2503.42	15.2	71	2652.23	14.2	58	2623.94	16.5	61	2569.36	18.1	41	2646.38	13.1	83	2597.3	15.9	69	2562.5	17.6	36	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 5:30	13323	PNNL_32	2525.89	15.8	88	2671.76	15.4	71	2669.56	15.9	49	2460.51	15.8	44	2523.08	15.4	62	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.04	15.8	68	2653.17	15.1	31	2454.5	16.8	70	2503.72	15.1	81	2653.87	14.2	50	2622.42	16.5	57	2567.08	18.1	39	2644.97	13.1	89	2596.65	15.9	63	2563.63	17.6	36	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 5:45	13324	PNNL_32	2526.04	15.8	92	2672.24	15.4	84	2668.86	15.9	48	2460.85	15.8	42	2523.43	15.4	63	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.15	15.8	64	2652.84	15	28	2455.19	16.8	68	2503.23	15.1	84	2655.05	14.2	54	2624.19	16.4	53	2569.44	18.1	39	2644.91	13.1	91	2599.92	15.9	64	2563.31	17.6	31	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 6:00	13325	PNNL_32	2525.77	15.8	103	2674	15.4	67	2669.5	15.9	41	2461.66	15.7	44	2523.33	15.4	64	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2684.07	15.8	61	2651.48	15	29	2455.55	16.7	67	2503.55	15.1	89	2652.81	14.2	57	2622.77	16.4	56	2569.08	18.1	43	2644.69	13	80	2598.89	15.9	64	2562.29	17.6	36	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 6:15	13326	PNNL_32	2525.46	15.7	93	2673.07	15.3	75	2668.96	15.9	45	2460.99	15.7	45	2526.17	15.4	63	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.89	15.8	67	2653.4	15	32	2454.71	16.7	65	2504.26	15	87	2653.32	14.1	59	2622.98	16.4	60	2568.38	18	39	2646.39	13	86	2599.29	15.8	74	2562.74	17.5	32	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 6:30	13327	PNNL_32	2526.23	15.7	92	2672.43	15.3	81	2669.25	15.8	46	2461.24	15.7	45	2526.08	15.3	61	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2683.07	15.7	65	2651.88	14.9	36	2455.69	16.7	69	2502.56	15	74	2655.52	14.1	56	2622.56	16.4	53	2568.53	18	36	2644.79	13	73	2597.24	15.8	66	2562.27	17.5	32	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 6:45	13328	PNNL_32	2525.48	15.7	97	2674.31	15.3	70	2669.04	15.8	42	2464.27	15.7	47	2525.52	15.3	62	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2686.27	15.7	62	2651.94	14.9	25	2455.85	16.7	72	2504.04	15	79	2653.44	14.1	54	2624.48	16.3	54	2568.75	18	39	2644.64	13	92	2600.09	15.8	68	2563.46	17.5	31	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 7:00	13329	PNNL_32	2525	15.6	99	2673.23	15.2	72	2669.78	15.8	41	2460.67	15.6	43	2526.08	15.3	61	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2683.71	15.7	67	2652.93	14.9	33	2454.39	16.7	70	2503.85	15	85	2654.46	14.1	52	2623.75	16.3	59	2568.51	18	36	2644.74	13	81	2597.51	15.8	66	2563.3	17.5	35	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 7:15	13330	PNNL_32	2525.64	15.6	91	2673.65	15.2	76	2668.83	15.8	45	2465.34	15.6	42	2523.71	15.3	64	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2685.34	15.7	62	2651.63	14.8	28	2455.36	16.6	72	2504	14.9	78	2652.19	14.1	58	2623.27	16.3	52	2569.12	18	44	2644.63	13	84	2598.93	15.7	68	2562.7	17.5	31	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 7:30	13331	PNNL_32	2524.8	15.6	98	2674.11	15.2	77	2669.03	15.7	46	2464.63	15.6	43	2526.79	15.2	65	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2683.12	15.6	69	2652.19	14.8	29	2455.43	16.6	65	2503.33	14.9	89	2652.87	14.1	56	2623.46	16.3	57	2567.87	18	37	2644.66	13.1	83	2596.32	15.7	64	2562.82	17.4	34	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 7:45	13332	PNNL_32	2525.58	15.6	106	2673.43	15.2	72	2669.39	15.7	44	2462.13	15.6	38	2526.26	15.2	54	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2683.37	15.6	63	2652.67	14.8	37	2454.4	16.6	70	2503.32	14.9	72	2652.83	14.1	59	2624.91	16.3	58	2569.7	17.9	41	2645.4	13.1	82	2596.52	15.7	61	2563	17.4	31	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 8:00	13333	PNNL_32	2524.69	15.5	97	2673.46	15.2	65	2669.24	15.7	46	2465.37	15.5	41	2523.96	15.2	62	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2683.68	15.6	66	2650.03	14.8	35	2454.73	16.6	71	2504.15	14.9	79	2649.55	14.2	61	2623.62	16.2	49	2569.24	17.9	38	2644.65	13.2	87	2598.88	15.7	65	2563.06	17.4	33	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 8:15	13334	PNNL_32	2525.54	15.5	90	2672.61	15.1	68	2669.52	15.7	45	2466.42	15.5	44	2524.11	15.2	59	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2682.54	15.6	56	2651.81	14.8	32	2454.12	16.6	70	2504.51	14.8	76	2652.53	14.2	51	2624.46	16.2	58	2568.29	17.9	38	2643.9	13.2	86	2598.91	15.6	62	2563.52	17.4	33	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 8:30	13335	PNNL_32	2524.63	15.5	91	2672.17	15.1	72	2669.81	15.7	44	2464.67	15.5	43	2524.24	15.2	63	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2683.23	15.6	66	2651.09	14.8	32	2455.04	16.5	68	2504	14.8	77	2649.94	14.3	60	2623.29	16.2	59	2568.09	17.9	39	2644.35	13.3	81	2597.25	15.6	61	2563.15	17.4	30	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 8:45	13336	PNNL_32	2524.97	15.5	97	2673.14	15.1	68	2668.6	15.6	47	2465.88	15.5	42	2526.09	15.1	65	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2683.6	15.6	68	2652.33	14.7	33	2455.43	16.5	74	2501.47	14.8	84	2652.75	14.4	62	2623.21	16.2	55	2568.15	17.9	44	2644.44	13.4	89	2599.62	15.6	61	2562.28	17.3	29	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 9:00	13337	PNNL_32	2524.57	15.5	86	2672.5	15.1	71	2669.28	15.6	45	2465.81	15.5	47	2522.68	15.1	56	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2682.61	15.5	61	2651.21	14.7	32	2455.52	16.5	73	2501.82	14.8	77	2653.12	14.5	63	2624.07	16.2	56	2569.67	17.9	39	2642.32	13.5	81	2596.2	15.6	62	2561.85	17.3	32	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 9:15	13338	PNNL_32	2524.22	15.5	95	2673.99	15.1	73	2669.09	15.6	44	2460.1	15.5	42	2526	15.1	64	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2684.36	15.5	59	2650.35	14.7	40	2454.09	16.5	63	2502.49	14.8	77	2649.28	14.5	57	2624.18	16.2	57	2567	17.8	42	2642.91	13.7	81	2596.87	15.6	60	2562.17	17.3	34	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
9/20/2020 9:30	13339	PNNL_32	2524.79	15.5	93	2673.12	15.1	68	2669.21	15.6	47	2460.22	15.4	43	2525.37	15.1	70	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	2683.75	15.5	65	2652.8	14.8	33	2455.03	16.5	65	2499.78	14.8	85	2652.2	14.6	60	2622.28	16.2	55	2568.12	17.8	41	2641.21	13.8	91	2596.91	15.6	67	2562.2	17.3	32	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
