"","Curve","R2","Slope","Intercept","Run_Date"
"1","Slope_CH4_low",0.999619457,600.6163089,-293.2819724,202206
"2","Slope_CH4_high",0.999973483,571.5211729,-721.418611,202206
"3","Slope_CO2",0.999996907,148.3113145,5095.640862,202206
"4","Slope_CH4_low",0.999619457,600.6163089,-293.2819724,202206
"5","Slope_CH4_high",0.999973483,571.5211729,-721.418611,202206
"6","Slope_CO2",0.999996907,148.3113145,5095.640862,202206
"7","Slope_CH4_low",0.999955866,630.4490806,14.63786376,202206.5
"8","Slope_CH4_high",0.997398113,560.0816828,26194.4218,202206.5
"9","Slope_CO2",0.999997472,164.2489621,755.3460828,202206.5
"10","Slope_CH4_low",0.999955866071579,630.449080568237,14.6378637557664,202206.5
"11","Slope_CH4_high",0.997398113453174,560.081682789946,26194.4218048952,202206.5
"12","Slope_CO2",0.999997471590191,164.24896212479,755.346082762182,202206.5
"13","Slope_CH4_low",0.999955866071579,630.449080568237,14.6378637557664,202206.5
"14","Slope_CH4_high",0.997398113453174,560.081682789946,26194.4218048952,202206.5
"15","Slope_CO2",0.999997471590191,164.24896212479,755.346082762182,202206.5
"16","Slope_CH4_low",0.999918507446415,611.507664056722,-74.5916243719561,202206.8
"17","Slope_CH4_high",0.998989524888637,568.75601472069,12789.6494229964,202206.8
"18","Slope_CO2",0.999997770746602,164.629346996932,3739.70096722114,202206.8
"19","Slope_CH4_low",0.999918507446415,611.507664056722,-74.5916243719561,202206.8
"20","Slope_CH4_high",0.998989524888637,568.75601472069,12789.6494229964,202206.8
"21","Slope_CO2",0.999997770746602,164.629346996932,3739.70096722114,202206.8
"22","Slope_CH4_low",0.999918507446415,611.507664056722,-74.5916243719561,202206.8
"23","Slope_CH4_high",0.998989524888637,568.75601472069,12789.6494229964,202206.8
"24","Slope_CO2",0.999997770746602,164.629346996932,3739.70096722114,202206.8
"25","Slope_CH4_low",0.999619456749255,600.616308937817,-293.281972433448,202206
"26","Slope_CH4_high",0.999973482562955,571.521172894183,-721.418611002784,202206
"27","Slope_CO2",0.999996906612017,148.311314491644,5095.64086220336,202206
"28","Slope_CH4_low",0.999918507446415,611.507664056722,-74.5916243719561,202206.8
"29","Slope_CH4_high",0.998989524888637,568.75601472069,12789.6494229964,202206.8
"30","Slope_CO2",0.999997770746602,164.629346996932,3739.70096722114,202206.8
"31","Slope_CH4_low",0.999955866071579,630.449080568237,14.6378637557664,202206.5
"32","Slope_CH4_high",0.997398113453174,560.081682789946,26194.4218048952,202206.5
"33","Slope_CO2",0.999997471590191,164.24896212479,755.346082762182,202206.5
