Machine,User,Run_Date,Sample_Type,Sample1,Sample_Year,Sample_Month,Sample_Day,Event_Stamp,Sample_Time,Time_Zone,G_W,Sample_Plot,Tree_ID,Sample_Grid,Sample_ID,Sample_Vol_mL,Dilution_Factor,STD_Conc,CO2_Area,CH4_Area,Field_Notes,Lab_Notes
Varian GC,Wegner,20240315,STD_CH4,STD_CH4,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_10000ppm_CH4,,1,10000,5228,6575204,,
Varian GC,Wegner,20240315,STD_CO2,STD_CO2,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_125ppm_CO2,,1,125,22676,1864,,
Varian GC,Wegner,20240315,STD_CO2,STD_CO2,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_500ppm_CO2,,1,500,86842,691,,Double 8 input; SW changed here
Varian GC,Wegner,20240315,STD_CO2,STD_CO2,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_2500ppm_CO2,,1,2500,400342,365,,
Varian GC,Wegner,20240315,STD_CO2,STD_CO2,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_5000ppm_CO2,,1,5000,817788,247,,
Varian GC,Wegner,20240315,STD_CO2,STD_CO2,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,STD_50000ppm_CO2,,1,50000,7903103,458,,
Varian GC,Wegner,20240315,CHKSTD,CHKSTD,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,CHKSTD_5ppm_CH4,,1,5,155936,3456,,
Varian GC,Wegner,20240315,Blank,Blank,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,Blank_1,,1,0,5322,0,,
Varian GC,Wegner,20240315,CHKSTD,CHKSTD,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,CHKSTD_5ppm_CH4_1,,1,5,155281,3885,,
Varian GC,Wegner,20240315,Blank,Blank,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,Blank_2,,1,0,3300,351,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1157,EDT,G,Control,C1,F5,200,2,7,NA,859997,3423842,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1201,EDT,G,Control,C2,F5,201,2,7,NA,1610996,1714154,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1132,EDT,G,Control,C3,C5,202,2,7,NA,4521604,91156,removed 15mL of sap before 2mL gas obtained,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1106,EDT,G,Control,C7_H,B3,203,2,7,NA,2471230,28363,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1107,EDT,G,Control,C7_L,B3,204,2,7,NA,2848845,8596,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1220,EDT,G,Control,C11_H,F2,205,2,7,NA,996739,5648,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1221,EDT,G,Control,C11_L,F2,206,2,7,NA,2227826,6824,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1057,EDT,G,Control,C19_H,A1,207,2,7,NA,520919,20942,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1058,EDT,G,Control,C19_L,A1,208,2,7,NA,415148,58172,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1018,EDT,G,Control,C13,B8,209,2,7,NA,1565014,6955609,,checked
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1016,EDT,G,Control,C14,B7,210,2,7,NA,1672671,1746,,
Varian GC,Wegner,20240315,CHKSTD,CHKSTD,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,CHKSTD_5ppm_CH4_2,,1,5,163173,3909,,
Varian GC,Wegner,20240315,Blank,Blank,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,Blank_3,,1,0,4043,255,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1108,EDT,G,Seawater,S1,F7,211,2,7,NA,2678495,1939476,a little water (0.1mL) + vaccuum,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1048,EDT,G,Seawater,S2,C5,212,2,7,NA,2797949,154274,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1148,EDT,G,Seawater,S3,E5,213,1,15,NA,1953739,8415,1mL gas - water extracted,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1056,EDT,G,Seawater,S7_H,D7,214,2,7,NA,1694529,39018084,w/water - extracted,checked
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1054,EDT,G,Seawater,S7_L,D7,215,2,7,NA,1502557,36189696,w/water - extracted,checked
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1042,EDT,G,Seawater,S8_H,C6,216,2,7,NA,2146526,1487373,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1041,EDT,G,Seawater,S8_L,C6,217,2,7,NA,1250784,849332,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1016,EDT,G,Seawater,S9_H,F2,218,2,7,NA,1394787,71778,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1015,EDT,G,Seawater,S9_L,F2,219,2,7,NA,1943933,244011,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1033,EDT,G,Seawater,S13,A2,220,2,7,NA,1557205,7253458,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1008,EDT,G,Seawater,S14,I2,221,2,7,NA,2663563,51471,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,NA,EDT,G,Seawater,S15,E4,222,2,7,NA,1411800,12503,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1112,EDT,G,Freshwater,S7_H,B5,223,2,7,NA,1377248,595574,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1112,EDT,G,Freshwater,S7_L,B5,224,2,7,NA,1075807,215592,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1105,EDT,G,Freshwater,S8_H,B4,225,2,7,NA,1049912,341776,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1105,EDT,G,Freshwater,S8_L,B4,226,2,7,NA,1857211,4461549,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1034,EDT,G,Freshwater,S9_H,G3,227,2,7,NA,1076669,1993,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1034,EDT,G,Freshwater,S9_L,G3,228,2,7,NA,1404257,6748,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1122,EDT,G,Freshwater,F13,D6,229,2,7,NA,1228642,190811,,
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1137,EDT,G,Freshwater,F14,D7,230,2,7,NA,1493264,10406027,,checked
Varian GC,Wegner,20240315,Unknown,TGW,2023,June,9,5,1203,EDT,G,Freshwater,F15,A6,231,2,7,NA,1387712,3276514,,
Varian GC,Wegner,20240315,CHKSTD,CHKSTD,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,CHKSTD_5ppm_CH4_3,,1,5,165157,4805,,
Varian GC,Wegner,20240315,Blank,Blank,2024,NA,NA,NA,NA,NA,G,NA,NA,NA,Blank_4,,1,0,4361,530,,
